patient,probe,beta_val,Gene,Cancer_type
TCGA-G4-6293,cg16863190,0.9408,MLH1,COAD
TCGA-G4-6294,cg16863190,0.9518,MLH1,COAD
TCGA-G4-6295,cg16863190,0.9437,MLH1,COAD
TCGA-G4-6297,cg16863190,0.8437,MLH1,COAD
TCGA-G4-6298,cg16863190,0.9283,MLH1,COAD
TCGA-G4-6299,cg16863190,0.9334,MLH1,COAD
TCGA-G4-6302,cg16863190,0.9261,MLH1,COAD
TCGA-G4-6303,cg16863190,0.9242,MLH1,COAD
TCGA-G4-6304,cg16863190,0.9237,MLH1,COAD
TCGA-G4-6306,cg16863190,0.9363,MLH1,COAD
TCGA-G4-6307,cg16863190,0.92490000000000006,MLH1,COAD
TCGA-G4-6309,cg16863190,0.9385,MLH1,COAD
TCGA-G4-6311,cg16863190,0.9436,MLH1,COAD
TCGA-G4-6315,cg16863190,0.9206,MLH1,COAD
TCGA-G4-6317,cg16863190,0.9356,MLH1,COAD
TCGA-G4-6320,cg16863190,0.925,MLH1,COAD
TCGA-G4-6321,cg16863190,0.9276,MLH1,COAD
TCGA-G4-6322,cg16863190,0.9006,MLH1,COAD
TCGA-G4-6323,cg16863190,0.9354,MLH1,COAD
TCGA-G4-6586,cg16863190,0.9214,MLH1,COAD
TCGA-G4-6588,cg16863190,0.9426,MLH1,COAD
TCGA-G4-6626,cg16863190,0.9345,MLH1,COAD
TCGA-G4-6627,cg16863190,0.933,MLH1,COAD
TCGA-G4-6628,cg16863190,0.9414,MLH1,COAD
TCGA-H5-A2HR,cg16863190,0.9399,MLH1,UCEC
TCGA-HF-7132,cg16863190,0.9025,MLH1,STAD
TCGA-HF-7133,cg16863190,0.91,MLH1,STAD
TCGA-HF-7134,cg16863190,0.8905,MLH1,STAD
TCGA-HF-7136,cg16863190,0.9061,MLH1,STAD
TCGA-HF-A5NB,cg16863190,0.8436,MLH1,STAD
TCGA-HJ-7597,cg16863190,0.8139,MLH1,STAD
TCGA-HU-8238,cg16863190,0.5724,MLH1,STAD
TCGA-HU-8243,cg16863190,0.899,MLH1,STAD
TCGA-HU-8244,cg16863190,0.834,MLH1,STAD
TCGA-HU-8249,cg16863190,0.783,MLH1,STAD
TCGA-HU-8602,cg16863190,0.9333,MLH1,STAD
TCGA-HU-8604,cg16863190,0.9238,MLH1,STAD
TCGA-HU-8608,cg16863190,0.925,MLH1,STAD
TCGA-HU-8610,cg16863190,0.9369,MLH1,STAD
TCGA-HU-A4G2,cg16863190,0.4819,MLH1,STAD
TCGA-HU-A4G3,cg16863190,0.9352,MLH1,STAD
TCGA-HU-A4G6,cg16863190,0.9046,MLH1,STAD
TCGA-HU-A4G8,cg16863190,0.5145,MLH1,STAD
TCGA-HU-A4G9,cg16863190,0.9405,MLH1,STAD
TCGA-HU-A4GC,cg16863190,NA,MLH1,STAD
TCGA-HU-A4GD,cg16863190,NA,MLH1,STAD
TCGA-HU-A4GF,cg16863190,0.9118,MLH1,STAD
TCGA-HU-A4GH,cg16863190,0.9266,MLH1,STAD
TCGA-HU-A4GJ,cg16863190,0.4108,MLH1,STAD
TCGA-HU-A4GN,cg16863190,0.5345,MLH1,STAD
TCGA-HU-A4GP,cg16863190,NA,MLH1,STAD
TCGA-HU-A4GQ,cg16863190,NA,MLH1,STAD
TCGA-HU-A4GT,cg16863190,0.5017,MLH1,STAD
TCGA-HU-A4GU,cg16863190,NA,MLH1,STAD
TCGA-HU-A4GX,cg16863190,0.4862,MLH1,STAD
TCGA-HU-A4GY,cg16863190,0.9357,MLH1,STAD
TCGA-HU-A4H0,cg16863190,0.4639,MLH1,STAD
TCGA-HU-A4H2,cg16863190,0.5,MLH1,STAD
TCGA-HU-A4H3,cg16863190,NA,MLH1,STAD
TCGA-HU-A4H4,cg16863190,0.4599,MLH1,STAD
TCGA-HU-A4H5,cg16863190,0.4876,MLH1,STAD
TCGA-HU-A4H6,cg16863190,0.5108,MLH1,STAD
TCGA-HU-A4H8,cg16863190,0.4354,MLH1,STAD
TCGA-HU-A4HB,cg16863190,0.4344,MLH1,STAD
TCGA-HU-A4HD,cg16863190,0.4981,MLH1,STAD
TCGA-IN-7806,cg16863190,0.9038,MLH1,STAD
TCGA-IN-7808,cg16863190,0.866,MLH1,STAD
TCGA-IN-8462,cg16863190,0.8232,MLH1,STAD
TCGA-IN-8663,cg16863190,0.9227,MLH1,STAD
TCGA-IN-A6RI,cg16863190,0.4794,MLH1,STAD
TCGA-IN-A6RJ,cg16863190,0.4926,MLH1,STAD
TCGA-IN-A6RL,cg16863190,0.5342,MLH1,STAD
TCGA-IN-A6RN,cg16863190,0.4997,MLH1,STAD
TCGA-IN-A6RO,cg16863190,0.5817,MLH1,STAD
TCGA-IN-A6RR,cg16863190,0.4499,MLH1,STAD
TCGA-IN-A6RS,cg16863190,0.743,MLH1,STAD
TCGA-IN-A7NR,cg16863190,0.8471,MLH1,STAD
TCGA-IN-A7NT,cg16863190,0.9018,MLH1,STAD
TCGA-IN-A7NU,cg16863190,0.8305,MLH1,STAD
TCGA-IN-AB1V,cg16863190,0.8489,MLH1,STAD
TCGA-IN-AB1X,cg16863190,NA,MLH1,STAD
TCGA-IP-7968,cg16863190,0.9244,MLH1,STAD
TCGA-JU-AAVI,cg16863190,0.9118,MLH1,UCEC
TCGA-K6-A3WQ,cg16863190,0.9017,MLH1,UCEC
TCGA-KB-A6F7,cg16863190,0.4691,MLH1,STAD
TCGA-KB-A93G,cg16863190,0.8394,MLH1,STAD
TCGA-KB-A93H,cg16863190,0.7774,MLH1,STAD
TCGA-KB-A93J,cg16863190,0.7435,MLH1,STAD
TCGA-KP-A3VZ,cg16863190,0.9114,MLH1,UCEC
TCGA-KP-A3W0,cg16863190,0.8767,MLH1,UCEC
TCGA-KP-A3W1,cg16863190,0.8979,MLH1,UCEC
TCGA-KP-A3W3,cg16863190,0.866,MLH1,UCEC
TCGA-KP-A3W4,cg16863190,0.8843,MLH1,UCEC
TCGA-MX-A5UG,cg16863190,0.8181,MLH1,STAD
TCGA-MX-A5UJ,cg16863190,0.7005,MLH1,STAD
TCGA-MX-A663,cg16863190,0.7556,MLH1,STAD
TCGA-MX-A666,cg16863190,0.7656,MLH1,STAD
TCGA-NH-A50T,cg16863190,0.9241,MLH1,COAD
TCGA-NH-A50U,cg16863190,0.9195,MLH1,COAD
TCGA-NH-A50V,cg16863190,0.9119,MLH1,COAD
TCGA-NH-A5IV,cg16863190,0.9358,MLH1,COAD
TCGA-NH-A6GA,cg16863190,0.9105,MLH1,COAD
TCGA-NH-A6GB,cg16863190,0.9433,MLH1,COAD
TCGA-NH-A6GC,cg16863190,0.8604,MLH1,COAD
TCGA-NH-A8F7,cg16863190,0.8445,MLH1,COAD
TCGA-NH-A8F8,cg16863190,0.8296,MLH1,COAD
TCGA-PG-A5BC,cg16863190,0.9196,MLH1,UCEC
TCGA-PG-A6IB,cg16863190,0.8319,MLH1,UCEC
TCGA-PG-A7D5,cg16863190,0.936,MLH1,UCEC
TCGA-PG-A914,cg16863190,0.9212,MLH1,UCEC
TCGA-PG-A915,cg16863190,0.9188,MLH1,UCEC
TCGA-PG-A916,cg16863190,0.9369,MLH1,UCEC
TCGA-PG-A917,cg16863190,0.9298,MLH1,UCEC
TCGA-QF-A5YS,cg16863190,0.7221,MLH1,UCEC
TCGA-QF-A5YT,cg16863190,0.7722,MLH1,UCEC
TCGA-QG-A5YV,cg16863190,0.8996,MLH1,COAD
TCGA-QG-A5YW,cg16863190,0.9216,MLH1,COAD
TCGA-QG-A5YX,cg16863190,0.9003,MLH1,COAD
TCGA-QG-A5Z1,cg16863190,0.9257,MLH1,COAD
TCGA-QG-A5Z2,cg16863190,0.9202,MLH1,COAD
TCGA-QL-A97D,cg16863190,0.8021,MLH1,COAD
TCGA-QS-A5YQ,cg16863190,0.8362,MLH1,UCEC
TCGA-QS-A5YR,cg16863190,0.7014,MLH1,UCEC
TCGA-QS-A744,cg16863190,0.9452,MLH1,UCEC
TCGA-QS-A8F1,cg16863190,0.9322,MLH1,UCEC
TCGA-R5-A7O7,cg16863190,0.6209,MLH1,STAD
TCGA-R5-A7ZE,cg16863190,0.8573,MLH1,STAD
TCGA-R5-A7ZF,cg16863190,0.8126,MLH1,STAD
TCGA-R5-A7ZI,cg16863190,0.8348,MLH1,STAD
TCGA-R5-A7ZR,cg16863190,0.8932,MLH1,STAD
TCGA-R5-A805,cg16863190,0.885,MLH1,STAD
TCGA-RD-A7BS,cg16863190,0.5568,MLH1,STAD
TCGA-RD-A7BT,cg16863190,0.641,MLH1,STAD
TCGA-RD-A7BW,cg16863190,0.4565,MLH1,STAD
TCGA-RD-A7C1,cg16863190,0.5119,MLH1,STAD
TCGA-RD-A8MV,cg16863190,0.8982,MLH1,STAD
TCGA-RD-A8MW,cg16863190,0.8452,MLH1,STAD
TCGA-RD-A8N0,cg16863190,0.9055,MLH1,STAD
TCGA-RD-A8N1,cg16863190,0.8856,MLH1,STAD
TCGA-RD-A8N2,cg16863190,0.8968,MLH1,STAD
TCGA-RD-A8N4,cg16863190,0.8976,MLH1,STAD
TCGA-RD-A8N5,cg16863190,0.8774,MLH1,STAD
TCGA-RD-A8N6,cg16863190,0.8724,MLH1,STAD
TCGA-RD-A8N9,cg16863190,0.8203,MLH1,STAD
TCGA-RD-A8NB,cg16863190,0.8679,MLH1,STAD
TCGA-RU-A8FL,cg16863190,0.9214,MLH1,COAD
TCGA-SJ-A6ZI,cg16863190,0.9201,MLH1,UCEC
TCGA-SJ-A6ZJ,cg16863190,0.8987,MLH1,UCEC
TCGA-SL-A6J9,cg16863190,0.7302,MLH1,UCEC
TCGA-SL-A6JA,cg16863190,0.8324,MLH1,UCEC
TCGA-SS-A7HO,cg16863190,0.9378,MLH1,COAD
TCGA-SW-A7EA,cg16863190,0.89,MLH1,STAD
TCGA-SW-A7EB,cg16863190,0.7893,MLH1,STAD
TCGA-T9-A92H,cg16863190,0.9298,MLH1,COAD
TCGA-VQ-A8DT,cg16863190,0.8588,MLH1,STAD
TCGA-VQ-A8DU,cg16863190,0.8625,MLH1,STAD
TCGA-VQ-A8DV,cg16863190,0.8759,MLH1,STAD
TCGA-VQ-A8DZ,cg16863190,0.8963,MLH1,STAD
TCGA-VQ-A8E0,cg16863190,0.6326,MLH1,STAD
TCGA-VQ-A8E2,cg16863190,0.9103,MLH1,STAD
TCGA-VQ-A8E3,cg16863190,0.9089,MLH1,STAD
TCGA-VQ-A8E7,cg16863190,0.5659,MLH1,STAD
TCGA-VQ-A8P2,cg16863190,0.9052,MLH1,STAD
TCGA-VQ-A8P3,cg16863190,0.895,MLH1,STAD
TCGA-VQ-A8P5,cg16863190,0.7772,MLH1,STAD
TCGA-VQ-A8P8,cg16863190,0.8299,MLH1,STAD
TCGA-VQ-A8PB,cg16863190,0.7674,MLH1,STAD
TCGA-VQ-A8PC,cg16863190,0.8376,MLH1,STAD
TCGA-VQ-A8PD,cg16863190,0.5971,MLH1,STAD
TCGA-VQ-A8PE,cg16863190,0.7254,MLH1,STAD
TCGA-VQ-A8PF,cg16863190,0.7419,MLH1,STAD
TCGA-VQ-A8PH,cg16863190,0.7488,MLH1,STAD
TCGA-VQ-A8PJ,cg16863190,0.4758,MLH1,STAD
TCGA-VQ-A8PK,cg16863190,0.6185,MLH1,STAD
TCGA-VQ-A8PM,cg16863190,0.7138,MLH1,STAD
TCGA-VQ-A8PO,cg16863190,0.7813,MLH1,STAD
TCGA-VQ-A8PP,cg16863190,0.7705,MLH1,STAD
TCGA-VQ-A8PQ,cg16863190,0.6211,MLH1,STAD
TCGA-VQ-A8PU,cg16863190,0.7642,MLH1,STAD
TCGA-VQ-A8PX,cg16863190,0.7728,MLH1,STAD
TCGA-VQ-A91A,cg16863190,0.8295,MLH1,STAD
TCGA-VQ-A91D,cg16863190,0.463,MLH1,STAD
TCGA-VQ-A91E,cg16863190,0.793,MLH1,STAD
TCGA-VQ-A91K,cg16863190,0.6875,MLH1,STAD
TCGA-VQ-A91N,cg16863190,0.5297,MLH1,STAD
TCGA-VQ-A91Q,cg16863190,0.7345,MLH1,STAD
TCGA-VQ-A91S,cg16863190,0.8087,MLH1,STAD
TCGA-VQ-A91U,cg16863190,0.747,MLH1,STAD
TCGA-VQ-A91V,cg16863190,0.6447,MLH1,STAD
TCGA-VQ-A91W,cg16863190,0.6729,MLH1,STAD
TCGA-VQ-A91X,cg16863190,0.782,MLH1,STAD
TCGA-VQ-A91Y,cg16863190,0.59,MLH1,STAD
TCGA-VQ-A91Z,cg16863190,0.7684,MLH1,STAD
TCGA-VQ-A922,cg16863190,0.6624,MLH1,STAD
TCGA-VQ-A923,cg16863190,0.7735,MLH1,STAD
TCGA-VQ-A924,cg16863190,0.6646,MLH1,STAD
TCGA-VQ-A925,cg16863190,0.7195,MLH1,STAD
TCGA-VQ-A927,cg16863190,0.6775,MLH1,STAD
TCGA-VQ-A928,cg16863190,0.7756,MLH1,STAD
TCGA-VQ-A92D,cg16863190,0.5289,MLH1,STAD
TCGA-VQ-A94O,cg16863190,0.6047,MLH1,STAD
TCGA-VQ-A94P,cg16863190,0.7698,MLH1,STAD
TCGA-VQ-A94R,cg16863190,0.7942,MLH1,STAD
TCGA-VQ-A94T,cg16863190,0.7103,MLH1,STAD
TCGA-VQ-A94U,cg16863190,0.7146,MLH1,STAD
TCGA-VQ-AA64,cg16863190,0.6595,MLH1,STAD
TCGA-VQ-AA68,cg16863190,0.7361,MLH1,STAD
TCGA-VQ-AA69,cg16863190,0.7826,MLH1,STAD
TCGA-VQ-AA6A,cg16863190,0.7466,MLH1,STAD
TCGA-VQ-AA6B,cg16863190,0.726,MLH1,STAD
TCGA-VQ-AA6D,cg16863190,0.5627,MLH1,STAD
TCGA-VQ-AA6F,cg16863190,0.703,MLH1,STAD
TCGA-VQ-AA6G,cg16863190,0.6115,MLH1,STAD
TCGA-VQ-AA6I,cg16863190,0.6141,MLH1,STAD
TCGA-VQ-AA6J,cg16863190,0.615,MLH1,STAD
TCGA-VQ-AA6K,cg16863190,0.5143,MLH1,STAD
TCGA-WS-AB45,cg16863190,0.7805,MLH1,COAD
TCGA-ZA-A8F6,cg16863190,0.9147,MLH1,STAD
TCGA-ZQ-A9CR,cg16863190,0.7925,MLH1,STAD
TCGA-3N-A9WB,cg14194875,0.02678,MGMT,SKCM
TCGA-3N-A9WC,cg14194875,0.03096,MGMT,SKCM
TCGA-3N-A9WD,cg14194875,0.03383,MGMT,SKCM
TCGA-4P-AA8J,cg14194875,0.02893,MGMT,HNSC
TCGA-BA-4074,cg14194875,0.4184,MGMT,HNSC
TCGA-BA-4076,cg14194875,0.5085,MGMT,HNSC
TCGA-BA-4078,cg14194875,0.02176,MGMT,HNSC
TCGA-BA-5149,cg14194875,0.2542,MGMT,HNSC
TCGA-BA-5151,cg14194875,0.03564,MGMT,HNSC
TCGA-BA-5152,cg14194875,0.03652,MGMT,HNSC
TCGA-BA-5153,cg14194875,0.03734,MGMT,HNSC
TCGA-BA-5555,cg14194875,0.04538,MGMT,HNSC
TCGA-BA-5556,cg14194875,0.09378,MGMT,HNSC
TCGA-BA-5557,cg14194875,0.1611,MGMT,HNSC
TCGA-BA-5558,cg14194875,0.4649,MGMT,HNSC
TCGA-BA-5559,cg14194875,0.03711,MGMT,HNSC
TCGA-BA-6868,cg14194875,0.01777,MGMT,HNSC
TCGA-BA-6869,cg14194875,0.02437,MGMT,HNSC
TCGA-BA-6870,cg14194875,0.04469,MGMT,HNSC
TCGA-BA-6871,cg14194875,0.03285,MGMT,HNSC
TCGA-BA-6872,cg14194875,0.03545,MGMT,HNSC
TCGA-BA-6873,cg14194875,0.02996,MGMT,HNSC
TCGA-BA-7269,cg14194875,0.05551,MGMT,HNSC
TCGA-BA-A4IF,cg14194875,0.03838,MGMT,HNSC
TCGA-BA-A4IG,cg14194875,0.02898,MGMT,HNSC
TCGA-BA-A4IH,cg14194875,0.03143,MGMT,HNSC
TCGA-BA-A4II,cg14194875,0.0396,MGMT,HNSC
TCGA-BA-A6D8,cg14194875,0.03515,MGMT,HNSC
TCGA-BA-A6DA,cg14194875,0.388,MGMT,HNSC
TCGA-BA-A6DB,cg14194875,0.4451,MGMT,HNSC
TCGA-BA-A6DD,cg14194875,0.04812,MGMT,HNSC
TCGA-BA-A6DE,cg14194875,0.03874,MGMT,HNSC
TCGA-BA-A6DG,cg14194875,0.2484,MGMT,HNSC
TCGA-BA-A6DI,cg14194875,0.2611,MGMT,HNSC
TCGA-BA-A6DJ,cg14194875,0.6401,MGMT,HNSC
TCGA-BA-A6DL,cg14194875,0.02442,MGMT,HNSC
TCGA-BA-A8YP,cg14194875,0.02333,MGMT,HNSC
TCGA-BB-4217,cg14194875,0.1213,MGMT,HNSC
TCGA-BB-4223,cg14194875,0.07176,MGMT,HNSC
TCGA-BB-4224,cg14194875,0.03341,MGMT,HNSC
TCGA-BB-4225,cg14194875,0.02712,MGMT,HNSC
TCGA-BB-4227,cg14194875,0.029760000000000002,MGMT,HNSC
TCGA-BB-4228,cg14194875,0.02181,MGMT,HNSC
TCGA-BB-7861,cg14194875,0.02895,MGMT,HNSC
TCGA-BB-7862,cg14194875,0.02451,MGMT,HNSC
TCGA-BB-7863,cg14194875,0.3424,MGMT,HNSC
TCGA-BB-7864,cg14194875,0.03438,MGMT,HNSC
TCGA-BB-7866,cg14194875,0.09076,MGMT,HNSC
TCGA-BB-7870,cg14194875,0.0807,MGMT,HNSC
TCGA-BB-7871,cg14194875,0.05058,MGMT,HNSC
TCGA-BB-7872,cg14194875,0.0366,MGMT,HNSC
TCGA-BB-8596,cg14194875,0.0655,MGMT,HNSC
TCGA-BB-8601,cg14194875,0.2001,MGMT,HNSC
TCGA-BB-A5HU,cg14194875,0.0215,MGMT,HNSC
TCGA-BB-A5HY,cg14194875,0.02979,MGMT,HNSC
TCGA-BB-A5HZ,cg14194875,0.4202,MGMT,HNSC
TCGA-BB-A6UM,cg14194875,0.1422,MGMT,HNSC
TCGA-BB-A6UO,cg14194875,0.03989,MGMT,HNSC
TCGA-BF-A1PU,cg14194875,0.02766,MGMT,SKCM
TCGA-BF-A1PV,cg14194875,0.03052,MGMT,SKCM
TCGA-BF-A1PX,cg14194875,0.03986,MGMT,SKCM
TCGA-BF-A1PZ,cg14194875,0.02879,MGMT,SKCM
TCGA-BF-A1Q0,cg14194875,0.03823,MGMT,SKCM
TCGA-BF-A3DJ,cg14194875,0.02561,MGMT,SKCM
TCGA-BF-A3DL,cg14194875,0.02455,MGMT,SKCM
TCGA-BF-A3DM,cg14194875,0.02287,MGMT,SKCM
TCGA-BF-A3DN,cg14194875,0.02544,MGMT,SKCM
TCGA-BF-A5EO,cg14194875,0.0376,MGMT,SKCM
TCGA-BF-A5EP,cg14194875,0.03257,MGMT,SKCM
TCGA-BF-A5EQ,cg14194875,0.0585,MGMT,SKCM
TCGA-BF-A5ER,cg14194875,0.03035,MGMT,SKCM
TCGA-BF-A5ES,cg14194875,0.03403,MGMT,SKCM
TCGA-BF-AAP0,cg14194875,0.04373,MGMT,SKCM
TCGA-C9-A47Z,cg14194875,0.7275,MGMT,HNSC
TCGA-C9-A480,cg14194875,0.07111,MGMT,HNSC
TCGA-CN-4722,cg14194875,0.04363,MGMT,HNSC
TCGA-CN-4723,cg14194875,0.03126,MGMT,HNSC
TCGA-CN-4725,cg14194875,0.3781,MGMT,HNSC
TCGA-CN-4726,cg14194875,0.5337,MGMT,HNSC
TCGA-CN-4727,cg14194875,0.138,MGMT,HNSC
TCGA-CN-4728,cg14194875,0.03307,MGMT,HNSC
TCGA-CN-4729,cg14194875,0.4087,MGMT,HNSC
TCGA-CN-4730,cg14194875,0.04104,MGMT,HNSC
TCGA-CN-4731,cg14194875,0.03277,MGMT,HNSC
TCGA-CN-4733,cg14194875,0.04037,MGMT,HNSC
TCGA-CN-4734,cg14194875,0.05204,MGMT,HNSC
TCGA-CN-4735,cg14194875,0.03117,MGMT,HNSC
TCGA-CN-4736,cg14194875,0.03966,MGMT,HNSC
TCGA-CN-4737,cg14194875,0.1375,MGMT,HNSC
TCGA-CN-4738,cg14194875,0.06191,MGMT,HNSC
TCGA-CN-4739,cg14194875,0.04781,MGMT,HNSC
TCGA-CN-4740,cg14194875,0.03743,MGMT,HNSC
TCGA-CN-4741,cg14194875,0.02079,MGMT,HNSC
TCGA-CN-4742,cg14194875,0.4079,MGMT,HNSC
TCGA-CN-5355,cg14194875,0.05033,MGMT,HNSC
TCGA-CN-5356,cg14194875,0.3123,MGMT,HNSC
TCGA-CN-5358,cg14194875,0.06491,MGMT,HNSC
TCGA-CN-5359,cg14194875,0.02469,MGMT,HNSC
TCGA-CN-5360,cg14194875,0.076,MGMT,HNSC
TCGA-CN-5361,cg14194875,0.5678,MGMT,HNSC
TCGA-CN-5363,cg14194875,0.4254,MGMT,HNSC
TCGA-CN-5364,cg14194875,0.02285,MGMT,HNSC
TCGA-CN-5365,cg14194875,0.03377,MGMT,HNSC
TCGA-CN-5366,cg14194875,0.2395,MGMT,HNSC
TCGA-CN-5367,cg14194875,0.03444,MGMT,HNSC
TCGA-CN-5369,cg14194875,0.1714,MGMT,HNSC
TCGA-CN-5370,cg14194875,0.03997,MGMT,HNSC
TCGA-CN-5373,cg14194875,0.02341,MGMT,HNSC
TCGA-CN-5374,cg14194875,0.03285,MGMT,HNSC
TCGA-CN-6010,cg14194875,0.3198,MGMT,HNSC
TCGA-CN-6011,cg14194875,0.0271,MGMT,HNSC
TCGA-CN-6012,cg14194875,0.03716,MGMT,HNSC
TCGA-CN-6013,cg14194875,0.02589,MGMT,HNSC
TCGA-CN-6016,cg14194875,0.2384,MGMT,HNSC
TCGA-CN-6017,cg14194875,0.09884,MGMT,HNSC
TCGA-CN-6018,cg14194875,0.2308,MGMT,HNSC
TCGA-CN-6019,cg14194875,0.0252,MGMT,HNSC
TCGA-CN-6020,cg14194875,0.03499,MGMT,HNSC
TCGA-CN-6021,cg14194875,0.03101,MGMT,HNSC
TCGA-CN-6022,cg14194875,0.03068,MGMT,HNSC
TCGA-CN-6023,cg14194875,0.04033,MGMT,HNSC
TCGA-CN-6024,cg14194875,0.4897,MGMT,HNSC
TCGA-CN-6988,cg14194875,0.02318,MGMT,HNSC
TCGA-CN-6989,cg14194875,0.02567,MGMT,HNSC
TCGA-CN-6992,cg14194875,0.294,MGMT,HNSC
TCGA-CN-6994,cg14194875,0.02502,MGMT,HNSC
TCGA-CN-6995,cg14194875,0.5695,MGMT,HNSC
TCGA-CN-6996,cg14194875,0.03013,MGMT,HNSC
TCGA-CN-6997,cg14194875,0.03019,MGMT,HNSC
TCGA-CN-6998,cg14194875,0.06183,MGMT,HNSC
TCGA-CN-A497,cg14194875,0.4823,MGMT,HNSC
TCGA-CN-A498,cg14194875,0.2393,MGMT,HNSC
TCGA-CN-A499,cg14194875,0.04857,MGMT,HNSC
TCGA-CN-A49A,cg14194875,0.02801,MGMT,HNSC
TCGA-CN-A49B,cg14194875,0.3965,MGMT,HNSC
TCGA-CN-A49C,cg14194875,0.07479,MGMT,HNSC
TCGA-CN-A63T,cg14194875,0.2119,MGMT,HNSC
TCGA-CN-A63U,cg14194875,0.6694,MGMT,HNSC
TCGA-CN-A63V,cg14194875,0.03966,MGMT,HNSC
TCGA-CN-A63W,cg14194875,0.01823,MGMT,HNSC
TCGA-CN-A641,cg14194875,0.5338,MGMT,HNSC
TCGA-CN-A642,cg14194875,0.05984,MGMT,HNSC
TCGA-CN-A6UY,cg14194875,0.02123,MGMT,HNSC
TCGA-CN-A6V1,cg14194875,0.02498,MGMT,HNSC
TCGA-CN-A6V3,cg14194875,0.0362,MGMT,HNSC
TCGA-CN-A6V6,cg14194875,0.05985,MGMT,HNSC
TCGA-CN-A6V7,cg14194875,0.04054,MGMT,HNSC
TCGA-CQ-5323,cg14194875,0.0378,MGMT,HNSC
TCGA-CQ-5324,cg14194875,0.6187,MGMT,HNSC
TCGA-CQ-5325,cg14194875,0.03483,MGMT,HNSC
TCGA-CQ-5326,cg14194875,0.02286,MGMT,HNSC
TCGA-CQ-5327,cg14194875,0.5316,MGMT,HNSC
TCGA-CQ-5329,cg14194875,0.03478,MGMT,HNSC
TCGA-CQ-5330,cg14194875,0.2947,MGMT,HNSC
TCGA-CQ-5331,cg14194875,0.06692,MGMT,HNSC
TCGA-CQ-5332,cg14194875,0.02717,MGMT,HNSC
TCGA-CQ-5333,cg14194875,0.04166,MGMT,HNSC
TCGA-CQ-5334,cg14194875,0.4238,MGMT,HNSC
TCGA-CQ-6218,cg14194875,0.03082,MGMT,HNSC
TCGA-CQ-6219,cg14194875,0.0525,MGMT,HNSC
TCGA-CQ-6220,cg14194875,0.03322,MGMT,HNSC
TCGA-CQ-6222,cg14194875,0.03789,MGMT,HNSC
TCGA-CQ-6223,cg14194875,0.01723,MGMT,HNSC
TCGA-CQ-6224,cg14194875,0.4523,MGMT,HNSC
TCGA-CQ-6225,cg14194875,0.01511,MGMT,HNSC
TCGA-CQ-6227,cg14194875,0.3846,MGMT,HNSC
TCGA-CQ-6228,cg14194875,0.1344,MGMT,HNSC
TCGA-CQ-6229,cg14194875,0.07488,MGMT,HNSC
TCGA-CQ-7063,cg14194875,0.2028,MGMT,HNSC
TCGA-CQ-7065,cg14194875,0.3261,MGMT,HNSC
TCGA-CQ-7067,cg14194875,0.2507,MGMT,HNSC
TCGA-CQ-7068,cg14194875,0.6227,MGMT,HNSC
TCGA-CQ-7069,cg14194875,0.03786,MGMT,HNSC
TCGA-CQ-7071,cg14194875,0.03493,MGMT,HNSC
TCGA-CQ-7072,cg14194875,0.03763,MGMT,HNSC
TCGA-CQ-A4C6,cg14194875,0.3172,MGMT,HNSC
TCGA-CQ-A4C9,cg14194875,0.4751,MGMT,HNSC
TCGA-CQ-A4CA,cg14194875,0.04885,MGMT,HNSC
TCGA-CQ-A4CB,cg14194875,0.02321,MGMT,HNSC
TCGA-CQ-A4CD,cg14194875,0.1456,MGMT,HNSC
TCGA-CQ-A4CE,cg14194875,0.2192,MGMT,HNSC
TCGA-CQ-A4CG,cg14194875,0.04994,MGMT,HNSC
TCGA-CQ-A4CH,cg14194875,0.02077,MGMT,HNSC
TCGA-CQ-A4CI,cg14194875,0.03264,MGMT,HNSC
TCGA-CR-5243,cg14194875,0.04282,MGMT,HNSC
TCGA-CR-5247,cg14194875,0.1879,MGMT,HNSC
TCGA-CR-5248,cg14194875,0.03816,MGMT,HNSC
TCGA-CR-5249,cg14194875,0.03758,MGMT,HNSC
TCGA-CR-5250,cg14194875,0.05753,MGMT,HNSC
TCGA-CR-6467,cg14194875,0.07752,MGMT,HNSC
TCGA-CR-6470,cg14194875,0.03108,MGMT,HNSC
TCGA-CR-6471,cg14194875,0.03797,MGMT,HNSC
TCGA-CR-6472,cg14194875,0.04246,MGMT,HNSC
TCGA-CR-6473,cg14194875,0.02759,MGMT,HNSC
TCGA-CR-6474,cg14194875,0.02714,MGMT,HNSC
TCGA-CR-6477,cg14194875,0.03363,MGMT,HNSC
TCGA-CR-6478,cg14194875,0.03985,MGMT,HNSC
TCGA-CR-6480,cg14194875,0.03404,MGMT,HNSC
TCGA-CR-6481,cg14194875,0.05056,MGMT,HNSC
TCGA-CR-6482,cg14194875,0.0448,MGMT,HNSC
TCGA-CR-6484,cg14194875,0.03764,MGMT,HNSC
TCGA-CR-6487,cg14194875,0.06888,MGMT,HNSC
TCGA-CR-6488,cg14194875,0.0508,MGMT,HNSC
TCGA-CR-6491,cg14194875,0.1678,MGMT,HNSC
TCGA-CR-6492,cg14194875,0.0353,MGMT,HNSC
TCGA-CR-6493,cg14194875,0.5116,MGMT,HNSC
TCGA-CR-7364,cg14194875,0.02822,MGMT,HNSC
TCGA-CR-7365,cg14194875,0.2937,MGMT,HNSC
