patient,probe,beta_val,Gene,Cancer_type
TCGA-97-8179,cg16490176,0.2397,PLAU,LUAD
TCGA-97-8547,cg16490176,0.288,PLAU,LUAD
TCGA-97-8552,cg16490176,0.3685,PLAU,LUAD
TCGA-97-A4LX,cg16490176,0.3237,PLAU,LUAD
TCGA-97-A4M0,cg16490176,0.4595,PLAU,LUAD
TCGA-97-A4M1,cg16490176,0.3237,PLAU,LUAD
TCGA-97-A4M2,cg16490176,0.3059,PLAU,LUAD
TCGA-97-A4M3,cg16490176,0.3196,PLAU,LUAD
TCGA-97-A4M5,cg16490176,0.2596,PLAU,LUAD
TCGA-97-A4M6,cg16490176,0.2931,PLAU,LUAD
TCGA-97-A4M7,cg16490176,0.2838,PLAU,LUAD
TCGA-99-7458,cg16490176,0.3057,PLAU,LUAD
TCGA-99-8025,cg16490176,0.3389,PLAU,LUAD
TCGA-99-8028,cg16490176,0.2717,PLAU,LUAD
TCGA-99-8032,cg16490176,0.2912,PLAU,LUAD
TCGA-99-8033,cg16490176,0.2946,PLAU,LUAD
TCGA-99-AA5R,cg16490176,0.2751,PLAU,LUAD
TCGA-J2-8192,cg16490176,0.2757,PLAU,LUAD
TCGA-J2-8194,cg16490176,0.2723,PLAU,LUAD
TCGA-J2-A4AD,cg16490176,0.321,PLAU,LUAD
TCGA-J2-A4AE,cg16490176,0.3539,PLAU,LUAD
TCGA-J2-A4AG,cg16490176,0.3547,PLAU,LUAD
TCGA-L4-A4E5,cg16490176,0.2722,PLAU,LUAD
TCGA-L4-A4E6,cg16490176,0.3419,PLAU,LUAD
TCGA-L9-A443,cg16490176,0.356,PLAU,LUAD
TCGA-L9-A444,cg16490176,0.3459,PLAU,LUAD
TCGA-L9-A50W,cg16490176,0.3141,PLAU,LUAD
TCGA-L9-A5IP,cg16490176,0.3373,PLAU,LUAD
TCGA-L9-A743,cg16490176,0.3837,PLAU,LUAD
TCGA-L9-A7SV,cg16490176,0.3123,PLAU,LUAD
TCGA-L9-A8F4,cg16490176,0.2665,PLAU,LUAD
TCGA-MN-A4N1,cg16490176,0.3017,PLAU,LUAD
TCGA-MN-A4N4,cg16490176,0.2875,PLAU,LUAD
TCGA-MN-A4N5,cg16490176,0.3099,PLAU,LUAD
TCGA-MP-A4SV,cg16490176,0.3153,PLAU,LUAD
TCGA-MP-A4SW,cg16490176,0.3307,PLAU,LUAD
TCGA-MP-A4SY,cg16490176,0.3903,PLAU,LUAD
TCGA-MP-A4T4,cg16490176,0.373,PLAU,LUAD
TCGA-MP-A4T6,cg16490176,0.3129,PLAU,LUAD
TCGA-MP-A4T7,cg16490176,0.3157,PLAU,LUAD
TCGA-MP-A4T8,cg16490176,0.2649,PLAU,LUAD
TCGA-MP-A4T9,cg16490176,0.2875,PLAU,LUAD
TCGA-MP-A4TA,cg16490176,0.4451,PLAU,LUAD
TCGA-MP-A4TC,cg16490176,0.2696,PLAU,LUAD
TCGA-MP-A4TD,cg16490176,0.2976,PLAU,LUAD
TCGA-MP-A4TE,cg16490176,0.3315,PLAU,LUAD
TCGA-MP-A4TF,cg16490176,0.5687,PLAU,LUAD
TCGA-MP-A4TH,cg16490176,0.3138,PLAU,LUAD
TCGA-MP-A4TI,cg16490176,0.3203,PLAU,LUAD
TCGA-MP-A4TJ,cg16490176,0.33,PLAU,LUAD
TCGA-MP-A4TK,cg16490176,0.3316,PLAU,LUAD
TCGA-MP-A5C7,cg16490176,0.1887,PLAU,LUAD
TCGA-NJ-A4YF,cg16490176,0.3082,PLAU,LUAD
TCGA-NJ-A4YG,cg16490176,0.3635,PLAU,LUAD
TCGA-NJ-A4YI,cg16490176,0.3024,PLAU,LUAD
TCGA-NJ-A4YP,cg16490176,0.5763,PLAU,LUAD
TCGA-NJ-A4YQ,cg16490176,0.3118,PLAU,LUAD
TCGA-NJ-A55A,cg16490176,0.341,PLAU,LUAD
TCGA-NJ-A55O,cg16490176,0.2894,PLAU,LUAD
TCGA-NJ-A55R,cg16490176,0.3161,PLAU,LUAD
TCGA-NJ-A7XG,cg16490176,0.273,PLAU,LUAD
TCGA-O1-A52J,cg16490176,0.3123,PLAU,LUAD
TCGA-S2-AA1A,cg16490176,0.2155,PLAU,LUAD
TCGA-05-4384,cg12351660,0.03415,PLAU,LUAD
TCGA-05-4390,cg12351660,0.04285,PLAU,LUAD
TCGA-05-4396,cg12351660,0.6281,PLAU,LUAD
TCGA-05-4405,cg12351660,0.5519,PLAU,LUAD
TCGA-05-4410,cg12351660,0.02576,PLAU,LUAD
TCGA-05-4415,cg12351660,0.02651,PLAU,LUAD
TCGA-05-4417,cg12351660,0.02977,PLAU,LUAD
TCGA-05-4424,cg12351660,0.03751,PLAU,LUAD
TCGA-05-4425,cg12351660,0.1142,PLAU,LUAD
TCGA-05-4427,cg12351660,0.01811,PLAU,LUAD
TCGA-05-4433,cg12351660,0.04218,PLAU,LUAD
TCGA-05-5423,cg12351660,0.0223,PLAU,LUAD
TCGA-05-5425,cg12351660,0.01743,PLAU,LUAD
TCGA-05-5428,cg12351660,0.032,PLAU,LUAD
TCGA-05-5429,cg12351660,0.01914,PLAU,LUAD
TCGA-05-5715,cg12351660,0.02117,PLAU,LUAD
TCGA-35-5375,cg12351660,0.01367,PLAU,LUAD
TCGA-38-4631,cg12351660,0.02991,PLAU,LUAD
TCGA-38-4632,cg12351660,0.01797,PLAU,LUAD
TCGA-38-6178,cg12351660,0.02099,PLAU,LUAD
TCGA-38-7271,cg12351660,0.0246,PLAU,LUAD
TCGA-38-A44F,cg12351660,0.05004,PLAU,LUAD
TCGA-44-2656,cg12351660,0.02915,PLAU,LUAD
TCGA-44-2665,cg12351660,0.01521,PLAU,LUAD
TCGA-44-2666,cg12351660,0.01836,PLAU,LUAD
TCGA-44-2668,cg12351660,0.01511,PLAU,LUAD
TCGA-44-3918,cg12351660,0.02108,PLAU,LUAD
TCGA-44-4112,cg12351660,0.02868,PLAU,LUAD
TCGA-44-5643,cg12351660,0.01516,PLAU,LUAD
TCGA-44-5644,cg12351660,0.0249,PLAU,LUAD
TCGA-44-5645,cg12351660,0.03292,PLAU,LUAD
TCGA-44-6145,cg12351660,0.02775,PLAU,LUAD
TCGA-44-6146,cg12351660,0.02467,PLAU,LUAD
TCGA-44-6148,cg12351660,0.02225,PLAU,LUAD
TCGA-44-6774,cg12351660,0.02263,PLAU,LUAD
TCGA-44-6775,cg12351660,0.01542,PLAU,LUAD
TCGA-44-6776,cg12351660,0.03681,PLAU,LUAD
TCGA-44-6777,cg12351660,0.03522,PLAU,LUAD
TCGA-44-6778,cg12351660,0.01853,PLAU,LUAD
TCGA-44-6779,cg12351660,0.5469,PLAU,LUAD
TCGA-44-7659,cg12351660,0.4528,PLAU,LUAD
TCGA-44-7660,cg12351660,0.02071,PLAU,LUAD
TCGA-44-7661,cg12351660,0.01822,PLAU,LUAD
TCGA-44-7662,cg12351660,0.0125,PLAU,LUAD
TCGA-44-7667,cg12351660,0.01932,PLAU,LUAD
TCGA-44-7669,cg12351660,0.01427,PLAU,LUAD
TCGA-44-7670,cg12351660,0.0229,PLAU,LUAD
TCGA-44-7671,cg12351660,0.02715,PLAU,LUAD
TCGA-44-7672,cg12351660,0.01778,PLAU,LUAD
TCGA-44-8117,cg12351660,0.02817,PLAU,LUAD
TCGA-44-8119,cg12351660,0.01422,PLAU,LUAD
TCGA-44-8120,cg12351660,0.6316,PLAU,LUAD
TCGA-44-A479,cg12351660,0.04692,PLAU,LUAD
TCGA-44-A47A,cg12351660,0.1449,PLAU,LUAD
TCGA-44-A47B,cg12351660,0.08638,PLAU,LUAD
TCGA-44-A47G,cg12351660,0.04411,PLAU,LUAD
TCGA-44-A4SS,cg12351660,0.03061,PLAU,LUAD
TCGA-44-A4SU,cg12351660,0.01774,PLAU,LUAD
TCGA-49-4487,cg12351660,0.0291,PLAU,LUAD
TCGA-49-4488,cg12351660,0.02369,PLAU,LUAD
TCGA-49-4490,cg12351660,0.03227,PLAU,LUAD
TCGA-49-4512,cg12351660,0.03239,PLAU,LUAD
TCGA-49-4514,cg12351660,0.03102,PLAU,LUAD
TCGA-49-6742,cg12351660,0.04225,PLAU,LUAD
TCGA-49-6743,cg12351660,0.02101,PLAU,LUAD
TCGA-49-6744,cg12351660,0.02238,PLAU,LUAD
TCGA-49-6745,cg12351660,0.02164,PLAU,LUAD
TCGA-49-6761,cg12351660,0.02605,PLAU,LUAD
TCGA-49-6767,cg12351660,0.02053,PLAU,LUAD
TCGA-49-AAQV,cg12351660,0.03298,PLAU,LUAD
TCGA-49-AAR0,cg12351660,0.01401,PLAU,LUAD
TCGA-49-AAR2,cg12351660,0.01208,PLAU,LUAD
TCGA-49-AAR3,cg12351660,0.09145,PLAU,LUAD
TCGA-49-AAR4,cg12351660,0.0322,PLAU,LUAD
TCGA-49-AAR9,cg12351660,0.02457,PLAU,LUAD
TCGA-49-AARE,cg12351660,0.02855,PLAU,LUAD
TCGA-49-AARN,cg12351660,0.03688,PLAU,LUAD
TCGA-49-AARO,cg12351660,0.02279,PLAU,LUAD
TCGA-49-AARQ,cg12351660,0.01786,PLAU,LUAD
TCGA-49-AARR,cg12351660,0.02479,PLAU,LUAD
TCGA-4B-A93V,cg12351660,0.02194,PLAU,LUAD
TCGA-50-5044,cg12351660,0.03569,PLAU,LUAD
TCGA-50-5045,cg12351660,0.03019,PLAU,LUAD
TCGA-50-5049,cg12351660,0.02828,PLAU,LUAD
TCGA-50-5051,cg12351660,0.05158,PLAU,LUAD
TCGA-50-5055,cg12351660,0.0327,PLAU,LUAD
TCGA-50-5066,cg12351660,0.01704,PLAU,LUAD
TCGA-50-5068,cg12351660,0.01596,PLAU,LUAD
TCGA-50-5072,cg12351660,0.02704,PLAU,LUAD
TCGA-50-5930,cg12351660,0.03655,PLAU,LUAD
TCGA-50-5931,cg12351660,0.01411,PLAU,LUAD
TCGA-50-5932,cg12351660,0.02099,PLAU,LUAD
TCGA-50-5933,cg12351660,0.02182,PLAU,LUAD
TCGA-50-5935,cg12351660,0.01909,PLAU,LUAD
TCGA-50-5936,cg12351660,0.02281,PLAU,LUAD
TCGA-50-5939,cg12351660,0.1744,PLAU,LUAD
TCGA-50-5941,cg12351660,0.02675,PLAU,LUAD
TCGA-50-5942,cg12351660,0.05456,PLAU,LUAD
TCGA-50-5944,cg12351660,0.02011,PLAU,LUAD
TCGA-50-5946,cg12351660,0.02968,PLAU,LUAD
TCGA-50-6590,cg12351660,0.0233,PLAU,LUAD
TCGA-50-6591,cg12351660,0.03306,PLAU,LUAD
TCGA-50-6592,cg12351660,0.03781,PLAU,LUAD
TCGA-50-6593,cg12351660,0.02787,PLAU,LUAD
TCGA-50-6594,cg12351660,0.03615,PLAU,LUAD
TCGA-50-6595,cg12351660,0.02916,PLAU,LUAD
TCGA-50-6597,cg12351660,0.03585,PLAU,LUAD
TCGA-50-6673,cg12351660,0.03145,PLAU,LUAD
TCGA-50-7109,cg12351660,0.03052,PLAU,LUAD
TCGA-50-8457,cg12351660,0.02314,PLAU,LUAD
TCGA-50-8459,cg12351660,0.01593,PLAU,LUAD
TCGA-50-8460,cg12351660,0.01482,PLAU,LUAD
TCGA-53-7624,cg12351660,0.01571,PLAU,LUAD
TCGA-53-7626,cg12351660,0.01921,PLAU,LUAD
TCGA-53-7813,cg12351660,0.03683,PLAU,LUAD
TCGA-53-A4EZ,cg12351660,0.04847,PLAU,LUAD
TCGA-55-5899,cg12351660,0.04296,PLAU,LUAD
TCGA-55-6543,cg12351660,0.02082,PLAU,LUAD
TCGA-55-6642,cg12351660,0.03493,PLAU,LUAD
TCGA-55-6712,cg12351660,0.4407,PLAU,LUAD
TCGA-55-6968,cg12351660,0.05025,PLAU,LUAD
